order_id,order_date,customer_id,region,category,product,quantity,unit_price,unit_cost,discount_pct,revenue,cost,profit,profit_margin
ORD-00464,2025-05-19,CUST-0017,Northeast,Electronics,Wireless Headphones,1,79.99,42.0,0.05,75.99,42.0,33.99,0.4473
ORD-00225,2025-05-19,CUST-0173,Northeast,Home,Desk Lamp,1,34.99,16.0,0.2,27.99,16.0,11.99,0.4284
ORD-00127,2025-05-21,CUST-0020,West,Electronics,Portable Charger,1,39.99,18.0,0.05,37.99,18.0,19.99,0.5262
ORD-00048,2025-05-22,CUST-0027,Northeast,Electronics,Wireless Headphones,1,79.99,42.0,0.0,79.99,42.0,37.99,0.4749
ORD-00374,2025-05-24,CUST-0010,West,Fitness,Resistance Bands,2,24.99,8.0,0.0,49.98,16.0,33.98,0.6799
ORD-00169,2025-05-25,CUST-0105,South,Electronics,Portable Charger,1,39.99,18.0,0.15,33.99,18.0,15.99,0.4705
ORD-00221,2025-05-27,CUST-0018,West,Electronics,Wireless Headphones,2,79.99,42.0,0.0,159.98,84.0,75.98,0.4749
ORD-00200,2025-05-27,CUST-0063,West,Fitness,Foam Roller,1,29.99,12.0,0.0,29.99,12.0,17.99,0.5999
ORD-00171,2025-05-28,CUST-0031,South,Electronics,Smart Watch,4,129.99,78.0,0.05,493.96,312.0,181.96,0.3684
ORD-00515,2025-05-28,CUST-0110,Midwest,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00593,2025-05-28,CUST-0062,South,Electronics,Bluetooth Speaker,3,59.99,31.0,0.0,179.97,93.0,86.97,0.4832
ORD-00323,2025-05-29,CUST-0132,South,Electronics,Portable Charger,2,39.99,18.0,0.0,79.98,36.0,43.98,0.5499
ORD-00077,2025-05-30,CUST-0097,West,Electronics,Wireless Headphones,1,79.99,42.0,0.05,75.99,42.0,33.99,0.4473
ORD-00076,2025-05-30,CUST-0018,West,Fitness,Foam Roller,1,29.99,12.0,0.2,23.99,12.0,11.99,0.4998
ORD-00484,2025-05-30,CUST-0158,South,Beauty,Body Care Set,1,29.99,11.0,0.05,28.49,11.0,17.49,0.6139
ORD-00147,2025-05-30,CUST-0023,South,Home,Throw Blanket,1,44.99,20.0,0.1,40.49,20.0,20.49,0.5061
ORD-00267,2025-05-31,CUST-0091,South,Home,Storage Basket,5,24.99,10.0,0.0,124.95,50.0,74.95,0.5998
ORD-00530,2025-05-31,CUST-0040,West,Electronics,Smart Watch,5,129.99,78.0,0.15,552.46,390.0,162.46,0.2941
ORD-00157,2025-05-31,CUST-0143,Northeast,Electronics,Bluetooth Speaker,1,59.99,31.0,0.0,59.99,31.0,28.99,0.4832
ORD-00407,2025-05-31,CUST-0102,West,Electronics,Portable Charger,1,39.99,18.0,0.1,35.99,18.0,17.99,0.4999
ORD-00250,2025-06-01,CUST-0004,South,Electronics,Wireless Headphones,3,79.99,42.0,0.15,203.97,126.0,77.97,0.3823
ORD-00232,2025-06-01,CUST-0090,South,Electronics,Wireless Headphones,2,79.99,42.0,0.0,159.98,84.0,75.98,0.4749
ORD-00569,2025-06-01,CUST-0184,South,Fitness,Resistance Bands,2,24.99,8.0,0.05,47.48,16.0,31.48,0.663
ORD-00481,2025-06-02,CUST-0108,West,Beauty,Hair Tool,1,69.99,31.0,0.0,69.99,31.0,38.99,0.5571
ORD-00315,2025-06-02,CUST-0036,West,Home,Storage Basket,2,24.99,10.0,0.05,47.48,20.0,27.48,0.5788
ORD-00288,2025-06-03,CUST-0076,South,Electronics,Bluetooth Speaker,2,59.99,31.0,0.0,119.98,62.0,57.98,0.4832
ORD-00166,2025-06-04,CUST-0029,South,Beauty,Body Care Set,1,29.99,11.0,0.0,29.99,11.0,18.99,0.6332
ORD-00626,2025-06-04,CUST-0003,Northeast,Electronics,Portable Charger,1,39.99,18.0,0.1,35.99,18.0,17.99,0.4999
ORD-00550,2025-06-05,CUST-0028,South,Electronics,Portable Charger,1,39.99,18.0,0.05,37.99,18.0,19.99,0.5262
ORD-00312,2025-06-05,CUST-0199,Northeast,Electronics,Portable Charger,2,39.99,18.0,0.0,79.98,36.0,43.98,0.5499
ORD-00307,2025-06-05,CUST-0038,Northeast,Electronics,Portable Charger,3,39.99,18.0,0.0,119.97,54.0,65.97,0.5499
ORD-00187,2025-06-05,CUST-0115,West,Fitness,Water Bottle,3,19.99,6.5,0.0,59.97,19.5,40.47,0.6748
ORD-00486,2025-06-08,CUST-0063,Northeast,Electronics,Portable Charger,1,39.99,18.0,0.1,35.99,18.0,17.99,0.4999
ORD-00373,2025-06-09,CUST-0042,South,Beauty,Body Care Set,2,29.99,11.0,0.0,59.98,22.0,37.98,0.6332
ORD-00082,2025-06-09,CUST-0063,Northeast,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00276,2025-06-10,CUST-0008,Northeast,Electronics,Bluetooth Speaker,2,59.99,31.0,0.2,95.98,62.0,33.98,0.3541
ORD-00286,2025-06-10,CUST-0026,West,Electronics,Wireless Headphones,2,79.99,42.0,0.0,159.98,84.0,75.98,0.4749
ORD-00477,2025-06-10,CUST-0200,West,Electronics,Bluetooth Speaker,5,59.99,31.0,0.15,254.96,155.0,99.96,0.3921
ORD-00072,2025-06-11,CUST-0015,South,Electronics,Bluetooth Speaker,1,59.99,31.0,0.0,59.99,31.0,28.99,0.4832
ORD-00385,2025-06-11,CUST-0166,West,Home,Storage Basket,4,24.99,10.0,0.15,84.97,40.0,44.97,0.5292
ORD-00471,2025-06-11,CUST-0155,West,Beauty,Body Care Set,4,29.99,11.0,0.0,119.96,44.0,75.96,0.6332
ORD-00366,2025-06-12,CUST-0093,South,Beauty,Body Care Set,1,29.99,11.0,0.0,29.99,11.0,18.99,0.6332
ORD-00002,2025-06-13,CUST-0189,South,Fitness,Resistance Bands,2,24.99,8.0,0.05,47.48,16.0,31.48,0.663
ORD-00547,2025-06-13,CUST-0036,Midwest,Home,Scented Candle,1,19.99,7.5,0.0,19.99,7.5,12.49,0.6248
ORD-00378,2025-06-13,CUST-0147,Midwest,Electronics,Smart Watch,3,129.99,78.0,0.0,389.97,234.0,155.97,0.4
ORD-00220,2025-06-14,CUST-0089,South,Fitness,Water Bottle,4,19.99,6.5,0.15,67.97,26.0,41.97,0.6175
ORD-00177,2025-06-15,CUST-0003,West,Electronics,Wireless Headphones,4,79.99,42.0,0.0,319.96,168.0,151.96,0.4749
ORD-00249,2025-06-15,CUST-0132,South,Electronics,Bluetooth Speaker,1,59.99,31.0,0.1,53.99,31.0,22.99,0.4258
ORD-00499,2025-06-15,CUST-0079,West,Fitness,Foam Roller,2,29.99,12.0,0.1,53.98,24.0,29.98,0.5554
ORD-00011,2025-06-16,CUST-0114,Northeast,Beauty,Skincare Set,2,54.99,22.0,0.15,93.48,44.0,49.48,0.5293
ORD-00041,2025-06-17,CUST-0097,Midwest,Electronics,Smart Watch,2,129.99,78.0,0.0,259.98,156.0,103.98,0.4
ORD-00533,2025-06-18,CUST-0155,Midwest,Fitness,Foam Roller,2,29.99,12.0,0.0,59.98,24.0,35.98,0.5999
ORD-00097,2025-06-19,CUST-0033,Northeast,Home,Storage Basket,2,24.99,10.0,0.1,44.98,20.0,24.98,0.5554
ORD-00070,2025-06-20,CUST-0025,Midwest,Electronics,Portable Charger,2,39.99,18.0,0.05,75.98,36.0,39.98,0.5262
ORD-00124,2025-06-21,CUST-0035,Northeast,Electronics,Portable Charger,1,39.99,18.0,0.2,31.99,18.0,13.99,0.4374
ORD-00314,2025-06-21,CUST-0090,Midwest,Electronics,Portable Charger,1,39.99,18.0,0.15,33.99,18.0,15.99,0.4705
ORD-00480,2025-06-21,CUST-0104,West,Beauty,Skincare Set,1,54.99,22.0,0.05,52.24,22.0,30.24,0.5789
ORD-00149,2025-06-23,CUST-0185,Midwest,Electronics,Portable Charger,1,39.99,18.0,0.0,39.99,18.0,21.99,0.5499
ORD-00094,2025-06-23,CUST-0158,South,Home,Storage Basket,3,24.99,10.0,0.05,71.22,30.0,41.22,0.5788
ORD-00522,2025-06-23,CUST-0085,West,Beauty,Body Care Set,2,29.99,11.0,0.05,56.98,22.0,34.98,0.6139
ORD-00317,2025-06-24,CUST-0002,West,Electronics,Wireless Headphones,1,79.99,42.0,0.05,75.99,42.0,33.99,0.4473
ORD-00034,2025-06-25,CUST-0115,South,Electronics,Wireless Headphones,1,79.99,42.0,0.1,71.99,42.0,29.99,0.4166
ORD-00584,2025-06-26,CUST-0016,West,Beauty,Makeup Organizer,2,24.99,9.0,0.15,42.48,18.0,24.48,0.5763
ORD-00047,2025-06-26,CUST-0121,South,Fitness,Resistance Bands,1,24.99,8.0,0.05,23.74,8.0,15.74,0.663
ORD-00248,2025-06-26,CUST-0097,Northeast,Home,Desk Lamp,2,34.99,16.0,0.15,59.48,32.0,27.48,0.462
ORD-00119,2025-06-26,CUST-0066,South,Home,Desk Lamp,1,34.99,16.0,0.0,34.99,16.0,18.99,0.5427
ORD-00526,2025-06-28,CUST-0040,Midwest,Home,Storage Basket,4,24.99,10.0,0.0,99.96,40.0,59.96,0.5998
ORD-00379,2025-06-28,CUST-0042,South,Beauty,Makeup Organizer,2,24.99,9.0,0.0,49.98,18.0,31.98,0.6399
ORD-00634,2025-06-29,CUST-0067,Northeast,Beauty,Body Care Set,1,29.99,11.0,0.1,26.99,11.0,15.99,0.5925
ORD-00497,2025-06-30,CUST-0072,Midwest,Beauty,Body Care Set,1,29.99,11.0,0.0,29.99,11.0,18.99,0.6332
ORD-00322,2025-07-01,CUST-0147,Northeast,Fitness,Yoga Mat,1,34.99,14.0,0.1,31.49,14.0,17.49,0.5554
ORD-00111,2025-07-02,CUST-0195,Midwest,Fitness,Yoga Mat,1,34.99,14.0,0.0,34.99,14.0,20.99,0.5999
ORD-00509,2025-07-03,CUST-0150,West,Beauty,Body Care Set,4,29.99,11.0,0.1,107.96,44.0,63.96,0.5925
ORD-00551,2025-07-03,CUST-0028,Northeast,Beauty,Hair Tool,3,69.99,31.0,0.0,209.97,93.0,116.97,0.5571
ORD-00062,2025-07-03,CUST-0122,South,Fitness,Water Bottle,2,19.99,6.5,0.0,39.98,13.0,26.98,0.6748
ORD-00438,2025-07-04,CUST-0095,West,Fitness,Water Bottle,1,19.99,6.5,0.15,16.99,6.5,10.49,0.6175
ORD-00505,2025-07-04,CUST-0074,Northeast,Fitness,Foam Roller,1,29.99,12.0,0.0,29.99,12.0,17.99,0.5999
ORD-00576,2025-07-04,CUST-0005,Northeast,Beauty,Body Care Set,3,29.99,11.0,0.0,89.97,33.0,56.97,0.6332
ORD-00237,2025-07-05,CUST-0169,South,Fitness,Water Bottle,1,19.99,6.5,0.05,18.99,6.5,12.49,0.6577
ORD-00145,2025-07-05,CUST-0110,West,Electronics,Wireless Headphones,3,79.99,42.0,0.05,227.97,126.0,101.97,0.4473
ORD-00355,2025-07-05,CUST-0101,Midwest,Electronics,Wireless Headphones,1,79.99,42.0,0.05,75.99,42.0,33.99,0.4473
ORD-00470,2025-07-07,CUST-0086,Midwest,Fitness,Foam Roller,2,29.99,12.0,0.15,50.98,24.0,26.98,0.5293
ORD-00487,2025-07-07,CUST-0031,South,Electronics,Bluetooth Speaker,1,59.99,31.0,0.0,59.99,31.0,28.99,0.4832
ORD-00203,2025-07-08,CUST-0167,Northeast,Home,Desk Lamp,2,34.99,16.0,0.05,66.48,32.0,34.48,0.5187
ORD-00592,2025-07-08,CUST-0210,South,Beauty,Skincare Set,1,54.99,22.0,0.05,52.24,22.0,30.24,0.5789
ORD-00356,2025-07-08,CUST-0096,South,Home,Storage Basket,2,24.99,10.0,0.05,47.48,20.0,27.48,0.5788
ORD-00504,2025-07-09,CUST-0039,Midwest,Fitness,Water Bottle,2,19.99,6.5,0.0,39.98,13.0,26.98,0.6748
ORD-00183,2025-07-09,CUST-0061,West,Home,Storage Basket,2,24.99,10.0,0.0,49.98,20.0,29.98,0.5998
ORD-00304,2025-07-10,CUST-0133,West,Beauty,Skincare Set,3,54.99,22.0,0.0,164.97,66.0,98.97,0.5999
ORD-00038,2025-07-10,CUST-0027,South,Electronics,Smart Watch,2,129.99,78.0,0.0,259.98,156.0,103.98,0.4
ORD-00088,2025-07-11,CUST-0198,Northeast,Home,Throw Blanket,1,44.99,20.0,0.0,44.99,20.0,24.99,0.5555
ORD-00057,2025-07-11,CUST-0074,South,Beauty,Hair Tool,4,69.99,31.0,0.0,279.96,124.0,155.96,0.5571
ORD-00107,2025-07-11,CUST-0185,West,Beauty,Skincare Set,5,54.99,22.0,0.05,261.2,110.0,151.2,0.5789
ORD-00472,2025-07-12,CUST-0141,South,Fitness,Water Bottle,2,19.99,6.5,0.15,33.98,13.0,20.98,0.6175
ORD-00581,2025-07-12,CUST-0204,Northeast,Electronics,Smart Watch,1,129.99,78.0,0.05,123.49,78.0,45.49,0.3684
ORD-00399,2025-07-12,CUST-0105,South,Beauty,Skincare Set,1,54.99,22.0,0.0,54.99,22.0,32.99,0.5999
ORD-00624,2025-07-14,CUST-0188,Midwest,Electronics,Portable Charger,1,39.99,18.0,0.05,37.99,18.0,19.99,0.5262
ORD-00142,2025-07-16,CUST-0099,South,Electronics,Smart Watch,3,129.99,78.0,0.1,350.97,234.0,116.97,0.3333
ORD-00035,2025-07-17,CUST-0091,West,Fitness,Resistance Bands,1,24.99,8.0,0.15,21.24,8.0,13.24,0.6234
ORD-00622,2025-07-17,CUST-0072,Northeast,Beauty,Hair Tool,2,69.99,31.0,0.1,125.98,62.0,63.98,0.5079
ORD-00253,2025-07-17,CUST-0041,Midwest,Electronics,Bluetooth Speaker,3,59.99,31.0,0.1,161.97,93.0,68.97,0.4258
ORD-00601,2025-07-17,,Midwest,Electronics,Smart Watch,3,129.99,78.0,0.0,389.97,234.0,155.97,0.4
ORD-00500,2025-07-17,CUST-0157,Northeast,Beauty,Makeup Organizer,2,24.99,9.0,0.15,42.48,18.0,24.48,0.5763
ORD-00458,2025-07-19,CUST-0106,West,Home,Storage Basket,2,24.99,10.0,0.0,49.98,20.0,29.98,0.5998
ORD-00558,2025-07-19,CUST-0190,South,Fitness,Yoga Mat,1,34.99,14.0,0.1,31.49,14.0,17.49,0.5554
ORD-00573,2025-07-19,CUST-0087,South,Fitness,Water Bottle,1,19.99,6.5,0.2,15.99,6.5,9.49,0.5935
ORD-00546,2025-07-20,CUST-0021,South,Electronics,Bluetooth Speaker,1,59.99,31.0,0.0,59.99,31.0,28.99,0.4832
ORD-00138,2025-07-21,CUST-0040,Midwest,Home,Desk Lamp,4,34.99,16.0,0.0,139.96,64.0,75.96,0.5427
ORD-00396,2025-07-22,CUST-0056,Midwest,Fitness,Yoga Mat,1,34.99,14.0,0.0,34.99,14.0,20.99,0.5999
ORD-00210,2025-07-22,CUST-0004,South,Home,Desk Lamp,1,34.99,16.0,0.0,34.99,16.0,18.99,0.5427
ORD-00027,2025-07-22,CUST-0027,West,Electronics,Bluetooth Speaker,2,59.99,31.0,0.0,119.98,62.0,57.98,0.4832
ORD-00172,2025-07-22,CUST-0082,West,Beauty,Skincare Set,2,54.99,22.0,0.05,104.48,44.0,60.48,0.5789
ORD-00222,2025-07-23,CUST-0156,Midwest,Beauty,Makeup Organizer,2,24.99,9.0,0.0,49.98,18.0,31.98,0.6399
ORD-00560,2025-07-23,CUST-0160,Northeast,Fitness,Resistance Bands,2,24.99,8.0,0.05,47.48,16.0,31.48,0.663
ORD-00311,2025-07-25,CUST-0136,South,Fitness,Water Bottle,1,19.99,6.5,0.05,18.99,6.5,12.49,0.6577
ORD-00141,2025-07-25,CUST-0112,Northeast,Beauty,Hair Tool,2,69.99,31.0,0.05,132.98,62.0,70.98,0.5338
ORD-00384,2025-07-25,CUST-0032,South,Beauty,Body Care Set,3,29.99,11.0,0.1,80.97,33.0,47.97,0.5925
ORD-00278,2025-07-25,CUST-0160,West,Home,Scented Candle,1,19.99,7.5,0.1,17.99,7.5,10.49,0.5831
ORD-00126,2025-07-26,CUST-0035,West,Electronics,Bluetooth Speaker,4,59.99,31.0,0.15,203.97,124.0,79.97,0.3921
ORD-00359,2025-07-27,CUST-0174,West,Electronics,Smart Watch,1,129.99,78.0,0.1,116.99,78.0,38.99,0.3333
ORD-00010,2025-07-27,CUST-0065,Midwest,Home,Scented Candle,4,19.99,7.5,0.0,79.96,30.0,49.96,0.6248
ORD-00289,2025-07-27,CUST-0105,Northeast,Electronics,Portable Charger,2,39.99,18.0,0.1,71.98,36.0,35.98,0.4999
ORD-00306,2025-07-28,CUST-0096,Northeast,Beauty,Body Care Set,1,29.99,11.0,0.15,25.49,11.0,14.49,0.5685
ORD-00015,2025-07-28,CUST-0031,West,Electronics,Portable Charger,1,39.99,18.0,0.1,35.99,18.0,17.99,0.4999
ORD-00090,2025-07-29,CUST-0026,Midwest,Beauty,Makeup Organizer,1,24.99,9.0,0.0,24.99,9.0,15.99,0.6399
ORD-00648,2025-07-29,CUST-0022,West,Home,Storage Basket,1,24.99,10.0,0.1,22.49,10.0,12.49,0.5554
ORD-00610,2025-07-30,CUST-0189,West,Beauty,Makeup Organizer,1,24.99,9.0,0.1,22.49,9.0,13.49,0.5998
ORD-00537,2025-07-30,CUST-0021,West,Fitness,Yoga Mat,2,34.99,14.0,0.05,66.48,28.0,38.48,0.5788
ORD-00400,2025-07-30,CUST-0121,West,Fitness,Water Bottle,2,19.99,6.5,0.1,35.98,13.0,22.98,0.6387
ORD-00148,2025-07-30,CUST-0168,Midwest,Electronics,Bluetooth Speaker,3,59.99,31.0,0.0,179.97,93.0,86.97,0.4832
ORD-00093,2025-07-31,CUST-0212,South,Electronics,Smart Watch,1,129.99,78.0,0.05,123.49,78.0,45.49,0.3684
ORD-00324,2025-08-01,CUST-0172,West,Fitness,Yoga Mat,1,34.99,14.0,0.15,29.74,14.0,15.74,0.5293
ORD-00483,2025-08-01,CUST-0205,South,Fitness,Yoga Mat,2,34.99,14.0,0.0,69.98,28.0,41.98,0.5999
ORD-00066,2025-08-01,CUST-0102,South,Fitness,Resistance Bands,4,24.99,8.0,0.15,84.97,32.0,52.97,0.6234
ORD-00353,2025-08-02,CUST-0038,South,Electronics,Smart Watch,2,129.99,78.0,0.05,246.98,156.0,90.98,0.3684
ORD-00611,2025-08-03,CUST-0011,West,Electronics,Smart Watch,1,129.99,78.0,0.05,123.49,78.0,45.49,0.3684
ORD-00542,2025-08-04,CUST-0102,South,Fitness,Yoga Mat,4,34.99,14.0,0.1,125.96,56.0,69.96,0.5554
ORD-00228,2025-08-05,CUST-0006,South,Fitness,Resistance Bands,1,24.99,8.0,0.1,22.49,8.0,14.49,0.6443
ORD-00058,2025-08-05,CUST-0051,Midwest,Beauty,Makeup Organizer,1,24.99,9.0,0.1,22.49,9.0,13.49,0.5998
ORD-00351,2025-08-06,CUST-0114,Northeast,Home,Desk Lamp,1,34.99,16.0,0.2,27.99,16.0,11.99,0.4284
ORD-00629,2025-08-06,CUST-0099,Northeast,Electronics,Portable Charger,4,39.99,18.0,0.15,135.97,72.0,63.97,0.4705
ORD-00234,2025-08-06,CUST-0215,Midwest,Fitness,Resistance Bands,1,24.99,8.0,0.0,24.99,8.0,16.99,0.6799
ORD-00478,2025-08-06,CUST-0034,Northeast,Home,Throw Blanket,1,44.99,20.0,0.0,44.99,20.0,24.99,0.5555
ORD-00133,2025-08-06,CUST-0014,West,Fitness,Resistance Bands,2,24.99,8.0,0.05,47.48,16.0,31.48,0.663
ORD-00496,2025-08-07,CUST-0098,South,Electronics,Smart Watch,1,129.99,78.0,0.15,110.49,78.0,32.49,0.2941
ORD-00245,2025-08-08,CUST-0065,South,Beauty,Makeup Organizer,4,24.99,9.0,0.0,99.96,36.0,63.96,0.6399
ORD-00212,2025-08-08,CUST-0180,West,Home,Scented Candle,3,19.99,7.5,0.1,53.97,22.5,31.47,0.5831
ORD-00154,2025-08-08,CUST-0082,West,Home,Storage Basket,2,24.99,10.0,0.05,47.48,20.0,27.48,0.5788
ORD-00360,2025-08-08,CUST-0087,West,Electronics,Bluetooth Speaker,3,59.99,31.0,0.0,179.97,93.0,86.97,0.4832
ORD-00582,2025-08-09,CUST-0094,West,Beauty,Skincare Set,5,54.99,22.0,0.0,274.95,110.0,164.95,0.5999
ORD-00067,2025-08-10,CUST-0096,Northeast,Fitness,Water Bottle,1,19.99,6.5,0.1,17.99,6.5,11.49,0.6387
ORD-00135,2025-08-10,CUST-0105,South,Fitness,Resistance Bands,1,24.99,8.0,0.1,22.49,8.0,14.49,0.6443
ORD-00063,2025-08-11,CUST-0077,Northeast,Beauty,Skincare Set,2,54.99,22.0,0.15,93.48,44.0,49.48,0.5293
ORD-00448,2025-08-12,CUST-0002,South,Electronics,Portable Charger,2,39.99,18.0,0.0,79.98,36.0,43.98,0.5499
ORD-00461,2025-08-12,CUST-0203,South,Beauty,Body Care Set,3,29.99,11.0,0.1,80.97,33.0,47.97,0.5925
ORD-00144,2025-08-14,CUST-0216,South,Electronics,Portable Charger,1,39.99,18.0,0.0,39.99,18.0,21.99,0.5499
ORD-00489,2025-08-15,CUST-0037,Midwest,Electronics,Wireless Headphones,4,79.99,42.0,0.15,271.97,168.0,103.97,0.3823
ORD-00079,2025-08-16,CUST-0128,West,Electronics,Smart Watch,4,129.99,78.0,0.0,519.96,312.0,207.96,0.4
ORD-00336,2025-08-17,CUST-0008,Midwest,Home,Throw Blanket,4,44.99,20.0,0.0,179.96,80.0,99.96,0.5555
ORD-00559,2025-08-17,CUST-0130,Northeast,Home,Storage Basket,1,24.99,10.0,0.0,24.99,10.0,14.99,0.5998
ORD-00425,2025-08-17,CUST-0092,West,Electronics,Bluetooth Speaker,1,59.99,31.0,0.2,47.99,31.0,16.99,0.3541
ORD-00197,2025-08-18,CUST-0020,Northeast,Fitness,Water Bottle,1,19.99,6.5,0.2,15.99,6.5,9.49,0.5935
ORD-00465,2025-08-18,CUST-0078,South,Electronics,Bluetooth Speaker,2,59.99,31.0,0.0,119.98,62.0,57.98,0.4832
ORD-00244,2025-08-18,CUST-0027,South,Home,Desk Lamp,1,34.99,16.0,0.0,34.99,16.0,18.99,0.5427
ORD-00344,2025-08-19,CUST-0066,South,Home,Desk Lamp,1,34.99,16.0,0.0,34.99,16.0,18.99,0.5427
ORD-00328,2025-08-19,CUST-0040,Northeast,Beauty,Makeup Organizer,1,24.99,9.0,0.05,23.74,9.0,14.74,0.6209
ORD-00354,2025-08-19,CUST-0002,West,Fitness,Water Bottle,1,19.99,6.5,0.1,17.99,6.5,11.49,0.6387
ORD-00285,2025-08-20,CUST-0054,Northeast,Home,Desk Lamp,2,34.99,16.0,0.05,66.48,32.0,34.48,0.5187
ORD-00393,2025-08-21,CUST-0164,West,Fitness,Water Bottle,1,19.99,6.5,0.1,17.99,6.5,11.49,0.6387
ORD-00017,2025-08-22,CUST-0004,Midwest,Beauty,Skincare Set,5,54.99,22.0,0.0,274.95,110.0,164.95,0.5999
ORD-00247,2025-08-22,CUST-0021,West,Beauty,Hair Tool,2,69.99,31.0,0.0,139.98,62.0,77.98,0.5571
ORD-00450,2025-08-23,CUST-0158,South,Home,Desk Lamp,2,34.99,16.0,0.1,62.98,32.0,30.98,0.4919
ORD-00594,2025-08-23,CUST-0159,West,Fitness,Water Bottle,2,19.99,6.5,0.1,35.98,13.0,22.98,0.6387
ORD-00570,2025-08-24,CUST-0087,West,Electronics,Bluetooth Speaker,2,59.99,31.0,0.1,107.98,62.0,45.98,0.4258
ORD-00490,2025-08-24,CUST-0099,Northeast,Home,Throw Blanket,1,44.99,20.0,0.0,44.99,20.0,24.99,0.5555
ORD-00130,2025-08-25,CUST-0064,Midwest,Electronics,Smart Watch,2,129.99,78.0,0.05,246.98,156.0,90.98,0.3684
ORD-00114,2025-08-25,CUST-0021,West,Electronics,Portable Charger,3,39.99,18.0,0.0,119.97,54.0,65.97,0.5499
ORD-00303,2025-08-26,CUST-0141,Midwest,Home,Storage Basket,3,24.99,10.0,0.0,74.97,30.0,44.97,0.5998
ORD-00274,2025-08-26,CUST-0036,Northeast,Electronics,Smart Watch,1,129.99,78.0,0.2,103.99,78.0,25.99,0.2499
ORD-00165,2025-08-27,CUST-0066,Midwest,Home,Storage Basket,2,24.99,10.0,0.05,47.48,20.0,27.48,0.5788
ORD-00260,2025-08-27,CUST-0153,West,Beauty,Makeup Organizer,3,24.99,9.0,0.1,67.47,27.0,40.47,0.5998
ORD-00524,2025-08-28,CUST-0153,South,Home,Storage Basket,1,24.99,10.0,0.05,23.74,10.0,13.74,0.5788
ORD-00578,2025-08-28,CUST-0078,Northeast,Home,Desk Lamp,1,34.99,16.0,0.05,33.24,16.0,17.24,0.5187
ORD-00381,2025-08-30,CUST-0003,Northeast,Home,Scented Candle,1,19.99,7.5,0.1,17.99,7.5,10.49,0.5831
ORD-00121,2025-08-30,CUST-0140,Midwest,Home,Storage Basket,4,24.99,10.0,0.0,99.96,40.0,59.96,0.5998
ORD-00349,2025-08-31,CUST-0215,Midwest,Electronics,Wireless Headphones,5,79.99,42.0,0.05,379.95,210.0,169.95,0.4473
ORD-00649,2025-09-01,CUST-0057,Northeast,Home,Scented Candle,1,19.99,7.5,0.2,15.99,7.5,8.49,0.531
ORD-00229,2025-09-01,CUST-0138,West,Beauty,Skincare Set,2,54.99,22.0,0.0,109.98,44.0,65.98,0.5999
ORD-00156,2025-09-02,CUST-0074,West,Fitness,Water Bottle,2,19.99,6.5,0.05,37.98,13.0,24.98,0.6577
ORD-00421,2025-09-03,CUST-0056,Northeast,Beauty,Skincare Set,1,54.99,22.0,0.0,54.99,22.0,32.99,0.5999
ORD-00333,2025-09-03,CUST-0052,South,Home,Storage Basket,2,24.99,10.0,0.0,49.98,20.0,29.98,0.5998
ORD-00534,2025-09-03,CUST-0078,Northeast,Fitness,Water Bottle,2,19.99,6.5,0.1,35.98,13.0,22.98,0.6387
ORD-00061,2025-09-03,CUST-0063,West,Fitness,Yoga Mat,2,34.99,14.0,0.0,69.98,28.0,41.98,0.5999
ORD-00275,2025-09-05,CUST-0152,West,Electronics,Wireless Headphones,3,79.99,42.0,0.0,239.97,126.0,113.97,0.4749
ORD-00223,2025-09-06,CUST-0195,South,Electronics,Smart Watch,1,129.99,78.0,0.1,116.99,78.0,38.99,0.3333
ORD-00498,2025-09-06,CUST-0140,West,Beauty,Skincare Set,3,54.99,22.0,0.1,148.47,66.0,82.47,0.5555
ORD-00586,2025-09-06,CUST-0177,South,Fitness,Yoga Mat,1,34.99,14.0,0.05,33.24,14.0,19.24,0.5788
ORD-00440,2025-09-07,CUST-0136,South,Electronics,Smart Watch,2,129.99,78.0,0.2,207.98,156.0,51.98,0.2499
ORD-00102,2025-09-08,CUST-0080,South,Electronics,Bluetooth Speaker,2,59.99,31.0,0.1,107.98,62.0,45.98,0.4258
ORD-00251,2025-09-09,CUST-0150,Northeast,Electronics,Smart Watch,1,129.99,78.0,0.05,123.49,78.0,45.49,0.3684
ORD-00479,2025-09-10,CUST-0035,South,Fitness,Foam Roller,1,29.99,12.0,0.0,29.99,12.0,17.99,0.5999
ORD-00211,2025-09-11,CUST-0090,Northeast,Electronics,Bluetooth Speaker,5,59.99,31.0,0.15,254.96,155.0,99.96,0.3921
ORD-00600,2025-09-11,CUST-0033,West,Fitness,Water Bottle,1,19.99,6.5,0.1,17.99,6.5,11.49,0.6387
ORD-00493,2025-09-11,CUST-0055,South,Electronics,Portable Charger,2,39.99,18.0,0.0,79.98,36.0,43.98,0.5499
ORD-00030,2025-09-11,CUST-0120,South,Home,Scented Candle,1,19.99,7.5,0.0,19.99,7.5,12.49,0.6248
ORD-00531,2025-09-11,CUST-0108,West,Electronics,Portable Charger,2,39.99,18.0,0.05,75.98,36.0,39.98,0.5262
